t,follower_phase_rad,follower_frequency_hz,estimated_leader_phase_rad,phase_error_rad,coupling_term,follower_led_state,sync_state,bootstrap_estimate
0.38,3.581416,1.5,3.581416,0.0,0.0,0,0,1
0.39,3.675663,1.5,3.675663,0.0,0.0,0,0,1
0.4,3.769911,1.5,3.769911,0.0,0.0,0,0,1
0.41,3.864159,1.5,3.864159,0.0,0.0,0,0,1
0.42,3.958407,1.5,3.958407,0.0,0.0,0,0,1
0.43,4.052655,1.5,4.052655,0.0,0.0,0,0,1
0.44,4.146902,1.5,4.146902,0.0,0.0,0,0,1
0.45,4.24115,1.5,4.24115,0.0,0.0,0,0,1
0.46,4.335398,1.5,4.335398,0.0,0.0,0,0,1
0.47,4.429646,1.5,4.429646,0.0,0.0,0,0,1
0.48,4.523893,1.5,4.523893,0.0,0.0,0,0,1
0.49,4.618141,1.5,4.618141,0.0,0.0,0,0,1
0.5,4.712389,1.5,0.0,1.570796,1.0,0,0,0
0.51,4.841637,1.5,0.125664,1.567212,0.999994,0,0,0
0.52,4.970884,1.5,0.251327,1.563628,0.999974,0,0,0
0.53,5.100131,1.5,0.376991,1.560045,0.999942,0,0,0
0.54,5.229377,1.5,0.502655,1.556463,0.999897,0,0,0
0.55,5.358621,1.5,0.628319,1.552883,0.99984,0,0,0
0.56,5.487863,1.5,0.753982,1.549304,0.999769,0,0,0
0.57,5.617103,1.5,0.879646,1.545728,0.999686,0,0,0
0.58,5.74634,1.5,1.00531,1.542155,0.99959,0,0,0
0.59,5.875573,1.5,1.130973,1.538585,0.999481,0,0,0
0.6,6.004803,1.5,1.256637,1.53502,0.99936,0,0,0
0.61,6.134028,1.5,1.382301,1.531458,0.999226,0,0,0
0.62,6.263249,1.5,1.507964,1.527901,0.99908,1,0,0
0.63,0.109279,1.5,1.633628,1.524349,0.998922,0,0,0
0.64,0.238489,1.5,1.759292,1.520803,0.998751,0,0,0
0.65,0.367693,1.5,1.884956,1.517262,0.998567,0,0,0
0.66,0.496891,1.5,2.010619,1.513728,0.998372,0,0,0
0.67,0.626082,1.5,2.136283,1.510201,0.998165,0,0,0
0.68,0.755265,1.5,2.261947,1.506681,0.997945,0,0,0
0.69,0.884441,1.5,2.38761,1.503169,0.997714,0,0,0
0.7,1.013609,1.5,2.513274,1.499665,0.997471,0,0,0
0.71,1.142768,1.5,2.638938,1.49617,0.997217,0,0,0
0.72,1.271919,1.5,2.764602,1.492683,0.996951,0,0,0
0.73,1.40106,1.5,2.890265,1.489206,0.996673,0,0,0
0.74,1.530191,1.5,3.015929,1.485738,0.996385,0,0,0
0.75,1.659312,1.5,3.141593,1.48228,0.996085,0,0,0
0.76,1.788423,1.5,3.267256,1.478833,0.995774,0,0,0
0.77,1.917523,1.5,3.39292,1.475397,0.995453,0,0,0
0.78,2.046611,1.5,3.518584,1.471972,0.995121,0,0,0
0.79,2.175688,1.5,3.644247,1.468559,0.994778,0,0,0
0.8,2.304753,1.5,3.769911,1.465158,0.994425,0,0,0
0.81,2.433806,1.5,3.895575,1.461769,0.994062,0,0,0
0.82,2.562846,1.5,4.021239,1.458392,0.993689,0,0,0
0.83,2.691873,1.5,4.146902,1.455029,0.993306,0,0,0
0.84,2.820887,1.5,4.272566,1.451679,0.992914,0,0,0
0.85,2.949886,1.5,4.39823,1.448343,0.992512,0,0,0
0.86,3.078872,1.5,4.523893,1.445021,0.992101,0,0,0
0.87,3.207843,1.5,4.649557,1.441714,0.99168,0,0,0
0.88,3.3368,1.5,4.775221,1.438421,0.991251,0,0,0
0.89,3.465741,1.5,4.900885,1.435143,0.990813,0,0,0
0.9,3.594668,1.5,5.026548,1.431881,0.990367,0,0,0
0.91,3.723578,1.5,5.152212,1.428634,0.989912,0,0,0
0.92,3.852473,1.5,5.277876,1.425403,0.989449,0,0,0
0.93,3.981352,1.5,5.403539,1.422188,0.988978,0,0,0
0.94,4.110214,1.5,5.529203,1.41899,0.988499,0,0,0
0.95,4.239059,1.5,5.654867,1.415808,0.988013,0,0,0
0.96,4.367887,1.5,5.78053,1.412643,0.98752,0,0,0
0.97,4.496698,1.5,5.906194,1.409496,0.987019,0,0,0
0.98,4.625491,1.5,6.031858,1.406366,0.986512,0,0,0
0.99,4.754267,1.5,6.157522,1.403254,0.985998,0,0,0
1.0,4.883025,1.5,0.0,1.40016,0.985477,0,0,0
1.01,5.011764,1.5,0.125664,1.397085,0.98495,0,0,0
1.02,5.140485,1.5,0.251327,1.394027,0.984417,0,0,0
1.03,5.269188,1.5,0.376991,1.390989,0.983878,0,0,0
1.04,5.397871,1.5,0.502655,1.387969,0.983334,0,0,0
1.05,5.526536,1.5,0.628319,1.384968,0.982784,0,0,0
1.06,5.655181,1.5,0.753982,1.381987,0.982228,0,0,0
1.07,5.783807,1.5,0.879646,1.379025,0.981668,0,0,0
1.08,5.912413,1.5,1.00531,1.376082,0.981103,0,0,0
1.09,6.040999,1.5,1.130973,1.373159,0.980533,0,0,0
1.1,6.169566,1.5,1.256637,1.370257,0.979959,1,0,0
1.11,0.014927,1.5,1.382301,1.367374,0.979381,0,0,0
1.12,0.143453,1.5,1.507964,1.364512,0.978799,0,0,0
1.13,0.271959,1.5,1.633628,1.36167,0.978213,0,0,0
1.14,0.400444,1.5,1.759292,1.358848,0.977623,0,0,0
1.15,0.528908,1.5,1.884956,1.356047,0.97703,0,0,0
1.16,0.657352,1.5,2.010619,1.353267,0.976434,0,0,0
1.17,0.785775,1.5,2.136283,1.350508,0.975834,0,0,0
1.18,0.914177,1.5,2.261947,1.34777,0.975232,0,0,0
1.19,1.042558,1.5,2.38761,1.345052,0.974628,0,0,0
1.2,1.170918,1.5,2.513274,1.342356,0.974021,0,0,0
1.21,1.299256,1.5,2.638938,1.339682,0.973412,0,0,0
1.22,1.427574,1.5,2.764602,1.337028,0.9728,0,0,0
1.23,1.555869,1.5,2.890265,1.334396,0.972187,0,0,0
1.24,1.684144,1.5,3.015929,1.331785,0.971573,0,0,0
1.25,1.812396,1.5,3.141593,1.329196,0.970956,0,0,0
1.26,1.940628,1.5,3.267256,1.326629,0.970339,0,0,0
1.27,2.068837,1.5,3.39292,1.324083,0.96972,0,0,0
1.28,2.197025,1.5,3.518584,1.321558,0.969101,0,0,0
1.29,2.325192,1.5,3.644247,1.319056,0.96848,0,0,0
1.3,2.453336,1.5,3.769911,1.316575,0.967859,0,0,0
1.31,2.581459,1.5,3.895575,1.314116,0.967238,0,0,0
1.32,2.70956,1.5,4.021239,1.311678,0.966616,0,0,0
1.33,2.83764,1.5,4.146902,1.309263,0.965995,0,0,0
1.34,2.965697,1.5,4.272566,1.306869,0.965373,0,0,0
1.35,3.093733,1.5,4.39823,1.304497,0.964751,0,0,0
1.36,3.221747,1.5,4.523893,1.302146,0.96413,0,0,0
1.37,3.349739,1.5,4.649557,1.299818,0.963509,0,0,0
1.38,3.47771,1.5,4.775221,1.297511,0.962889,0,0,0
1.39,3.605659,1.5,4.900885,1.295226,0.96227,0,0,0
1.4,3.733586,1.5,5.026548,1.292962,0.961652,0,0,0
1.41,3.861492,1.5,5.152212,1.29072,0.961034,0,0,0
1.42,3.989376,1.5,5.277876,1.2885,0.960418,0,0,0
1.43,4.117238,1.5,5.403539,1.286301,0.959803,0,0,0
1.44,4.245079,1.5,5.529203,1.284124,0.95919,0,0,0
1.45,4.372898,1.5,5.654867,1.281968,0.958578,0,0,0
1.46,4.500696,1.5,5.78053,1.279834,0.957968,0,0,0
1.47,4.628473,1.5,5.906194,1.277721,0.95736,0,0,0
1.48,4.756229,1.5,6.031858,1.275629,0.956754,0,0,0
1.49,4.883963,1.5,6.157522,1.273559,0.956149,0,0,0
1.5,5.011676,1.5,0.0,1.27151,0.955547,0,0,0
1.51,5.139368,1.5,0.125664,1.269481,0.954947,0,0,0
1.52,5.267039,1.5,0.251327,1.267474,0.954349,0,0,0
1.53,5.394689,1.5,0.376991,1.265488,0.953754,0,0,0
1.54,5.522318,1.5,0.502655,1.263522,0.953162,0,0,0
1.55,5.649926,1.5,0.628319,1.261578,0.952572,0,0,0
1.56,5.777514,1.5,0.753982,1.259654,0.951984,0,0,0
1.57,5.905081,1.5,0.879646,1.25775,0.9514,0,0,0
1.58,6.032628,1.5,1.00531,1.255867,0.950818,0,0,0
1.59,6.160154,1.5,1.130973,1.254004,0.95024,1,0,0
1.6,0.004475,1.5,1.256637,1.252162,0.949664,0,0,0
1.61,0.131961,1.5,1.382301,1.25034,0.949092,0,0,0
1.62,0.259427,1.5,1.507964,1.248537,0.948522,0,0,0
1.63,0.386873,1.5,1.633628,1.246755,0.947956,0,0,0
1.64,0.5143,1.5,1.759292,1.244992,0.947394,0,0,0
1.65,0.641706,1.5,1.884956,1.243249,0.946834,0,0,0
1.66,0.769093,1.5,2.010619,1.241526,0.946279,0,0,0
1.67,0.896461,1.5,2.136283,1.239822,0.945726,0,0,0
1.68,1.023809,1.5,2.261947,1.238138,0.945178,0,0,0
1.69,1.151138,1.5,2.38761,1.236473,0.944632,0,0,0
1.7,1.278448,1.5,2.513274,1.234826,0.944091,0,0,0
1.71,1.405739,1.5,2.638938,1.233199,0.943553,0,0,0
1.72,1.533011,1.5,2.764602,1.231591,0.943019,0,0,0
1.73,1.660264,1.5,2.890265,1.230001,0.942489,0,0,0
1.74,1.787499,1.5,3.015929,1.22843,0.941963,0,0,0
1.75,1.914716,1.5,3.141593,1.226877,0.94144,0,0,0
1.76,2.041914,1.5,3.267256,1.225342,0.940922,0,0,0
1.77,2.169094,1.5,3.39292,1.223826,0.940407,0,0,0
1.78,2.296256,1.5,3.518584,1.222328,0.939897,0,0,0
1.79,2.4234,1.5,3.644247,1.220847,0.93939,0,0,0
1.8,2.550527,1.5,3.769911,1.219385,0.938888,0,0,0
1.81,2.677635,1.5,3.895575,1.217939,0.938389,0,0,0
1.82,2.804727,1.5,4.021239,1.216512,0.937895,0,0,0
1.83,2.931801,1.5,4.146902,1.215101,0.937405,0,0,0
1.84,3.058858,1.5,4.272566,1.213708,0.936919,0,0,0
1.85,3.185898,1.5,4.39823,1.212332,0.936437,0,0,0
1.86,3.312921,1.5,4.523893,1.210973,0.935959,0,0,0
1.87,3.439927,1.5,4.649557,1.20963,0.935485,0,0,0
1.88,3.566917,1.5,4.775221,1.208304,0.935016,0,0,0
1.89,3.69389,1.5,4.900885,1.206994,0.934551,0,0,0
1.9,3.820847,1.5,5.026548,1.205701,0.93409,0,0,0
1.91,3.947788,1.5,5.152212,1.204424,0.933633,0,0,0
1.92,4.074713,1.5,5.277876,1.203162,0.93318,0,0,0
1.93,4.201622,1.5,5.403539,1.201917,0.932732,0,0,0
1.94,4.328516,1.5,5.529203,1.200687,0.932288,0,0,0
1.95,4.455394,1.5,5.654867,1.199473,0.931848,0,0,0
1.96,4.582256,1.5,5.78053,1.198274,0.931412,0,0,0
1.97,4.709103,1.5,5.906194,1.197091,0.930981,0,0,0
1.98,4.835935,1.5,6.031858,1.195923,0.930554,0,0,0
1.99,4.962753,1.5,6.157522,1.194769,0.930131,0,0,0
2.0,5.089555,1.5,0.0,1.19363,0.929712,0,0,0
2.01,5.216343,1.5,0.125664,1.192506,0.929298,0,0,0
2.02,5.343116,1.5,0.251327,1.191397,0.928887,0,0,0
2.03,5.469875,1.5,0.376991,1.190302,0.928481,0,0,0
2.04,5.596619,1.5,0.502655,1.189221,0.928079,0,0,0
2.05,5.72335,1.5,0.628319,1.188154,0.927681,0,0,0
2.06,5.850066,1.5,0.753982,1.187101,0.927288,0,0,0
2.07,5.976769,1.5,0.879646,1.186062,0.926898,0,0,0
2.08,6.103458,1.5,1.00531,1.185036,0.926513,0,0,0
2.09,6.230134,1.5,1.130973,1.184024,0.926132,1,0,0
2.1,0.073611,1.5,1.256637,1.183026,0.925754,0,0,0
2.11,0.20026,1.5,1.382301,1.18204,0.925381,0,0,0
2.12,0.326897,1.5,1.507964,1.181068,0.925012,0,0,0
2.13,0.45352,1.5,1.633628,1.180108,0.924647,0,0,0
2.14,0.58013,1.5,1.759292,1.179162,0.924286,0,0,0
2.15,0.706728,1.5,1.884956,1.178228,0.923929,0,0,0
2.16,0.833313,1.5,2.010619,1.177306,0.923576,0,0,0
2.17,0.959886,1.5,2.136283,1.176397,0.923227,0,0,0
2.18,1.086447,1.5,2.261947,1.1755,0.922882,0,0,0
2.19,1.212996,1.5,2.38761,1.174615,0.922541,0,0,0
2.2,1.339532,1.5,2.513274,1.173742,0.922204,0,0,0
2.21,1.466057,1.5,2.638938,1.172881,0.921871,0,0,0
2.22,1.592571,1.5,2.764602,1.172031,0.921541,0,0,0
2.23,1.719072,1.5,2.890265,1.171193,0.921215,0,0,0
2.24,1.845563,1.5,3.015929,1.170366,0.920893,0,0,0
2.25,1.972042,1.5,3.141593,1.169551,0.920575,0,0,0
2.26,2.09851,1.5,3.267256,1.168747,0.920261,0,0,0
2.27,2.224966,1.5,3.39292,1.167954,0.91995,0,0,0
2.28,2.351413,1.5,3.518584,1.167171,0.919643,0,0,0
2.29,2.477848,1.5,3.644247,1.1664,0.91934,0,0,0
2.3,2.604272,1.5,3.769911,1.165639,0.91904,0,0,0
2.31,2.730687,1.5,3.895575,1.164888,0.918744,0,0,0
2.32,2.857091,1.5,4.021239,1.164148,0.918452,0,0,0
2.33,2.983484,1.5,4.146902,1.163418,0.918163,0,0,0
2.34,3.109868,1.5,4.272566,1.162698,0.917877,0,0,0
2.35,3.236241,1.5,4.39823,1.161989,0.917595,0,0,0
2.36,3.362605,1.5,4.523893,1.161289,0.917317,0,0,0
2.37,3.488959,1.5,4.649557,1.160599,0.917042,0,0,0
2.38,3.615303,1.5,4.775221,1.159918,0.91677,0,0,0
2.39,3.741638,1.5,4.900885,1.159247,0.916502,0,0,0
2.4,3.867963,1.5,5.026548,1.158585,0.916237,0,0,0
2.41,3.994279,1.5,5.152212,1.157933,0.915976,0,0,0
2.42,4.120586,1.5,5.277876,1.15729,0.915717,0,0,0
2.43,4.246884,1.5,5.403539,1.156656,0.915462,0,0,0
2.44,4.373173,1.5,5.529203,1.15603,0.915211,0,0,0
2.45,4.499453,1.5,5.654867,1.155414,0.914962,0,0,0
2.46,4.625724,1.5,5.78053,1.154806,0.914717,0,0,0
2.47,4.751987,1.5,5.906194,1.154207,0.914474,0,0,0
2.48,4.878242,1.5,6.031858,1.153616,0.914235,0,0,0
2.49,5.004488,1.5,6.157522,1.153034,0.913999,0,0,0
2.5,5.130725,1.5,6.283185,1.15246,0.913766,0,0,0
2.51,5.256955,1.5,0.125664,1.151894,0.913536,0,0,0
2.52,5.383177,1.5,0.251327,1.151336,0.913309,0,0,0
2.53,5.50939,1.5,0.376991,1.150786,0.913085,0,0,0
2.54,5.635596,1.5,0.502655,1.150244,0.912864,0,0,0
2.55,5.761794,1.5,0.628319,1.14971,0.912645,0,0,0
2.56,5.887984,1.5,0.753982,1.149183,0.91243,0,0,0
2.57,6.014167,1.5,0.879646,1.148664,0.912217,0,0,0
2.58,6.140342,1.5,1.00531,1.148153,0.912008,0,0,0
2.59,6.266511,1.5,1.130973,1.147648,0.911801,1,0,0
2.6,0.109486,1.5,1.256637,1.147151,0.911596,0,0,0
2.61,0.23564,1.5,1.382301,1.146661,0.911395,0,0,0
2.62,0.361786,1.5,1.507964,1.146178,0.911196,0,0,0
2.63,0.487926,1.5,1.633628,1.145702,0.911,0,0,0
2.64,0.614059,1.5,1.759292,1.145233,0.910806,0,0,0
2.65,0.740185,1.5,1.884956,1.144771,0.910615,0,0,0
2.66,0.866304,1.5,2.010619,1.144315,0.910427,0,0,0
2.67,0.992417,1.5,2.136283,1.143866,0.910241,0,0,0
2.68,1.118523,1.5,2.261947,1.143424,0.910058,0,0,0
2.69,1.244623,1.5,2.38761,1.142988,0.909877,0,0,0
2.7,1.370716,1.5,2.513274,1.142558,0.909699,0,0,0
2.71,1.496803,1.5,2.638938,1.142134,0.909523,0,0,0
2.72,1.622885,1.5,2.764602,1.141717,0.909349,0,0,0
2.73,1.74896,1.5,2.890265,1.141306,0.909178,0,0,0
2.74,1.875029,1.5,3.015929,1.1409,0.909009,0,0,0
2.75,2.001092,1.5,3.141593,1.140501,0.908843,0,0,0
2.76,2.127149,1.5,3.267256,1.140107,0.908678,0,0,0
2.77,2.2532,1.5,3.39292,1.13972,0.908516,0,0,0
2.78,2.379246,1.5,3.518584,1.139337,0.908357,0,0,0
2.79,2.505287,1.5,3.644247,1.138961,0.908199,0,0,0
2.8,2.631321,1.5,3.769911,1.13859,0.908044,0,0,0
2.81,2.757351,1.5,3.895575,1.138224,0.907891,0,0,0
2.82,2.883375,1.5,4.021239,1.137864,0.907739,0,0,0
2.83,3.009393,1.5,4.146902,1.137509,0.90759,0,0,0
2.84,3.135407,1.5,4.272566,1.137159,0.907444,0,0,0
2.85,3.261415,1.5,4.39823,1.136815,0.907299,0,0,0
2.86,3.387418,1.5,4.523893,1.136475,0.907156,0,0,0
2.87,3.513416,1.5,4.649557,1.136141,0.907015,0,0,0
2.88,3.63941,1.5,4.775221,1.135811,0.906876,0,0,0
2.89,3.765398,1.5,4.900885,1.135486,0.906739,0,0,0
2.9,3.891382,1.5,5.026548,1.135166,0.906604,0,0,0
2.91,4.017361,1.5,5.152212,1.134851,0.906471,0,0,0
2.92,4.143335,1.5,5.277876,1.134541,0.90634,0,0,0
2.93,4.269305,1.5,5.403539,1.134235,0.906211,0,0,0
2.94,4.39527,1.5,5.529203,1.133933,0.906083,0,0,0
2.95,4.521231,1.5,5.654867,1.133636,0.905958,0,0,0
2.96,4.647187,1.5,5.78053,1.133344,0.905834,0,0,0
2.97,4.773139,1.5,5.906194,1.133055,0.905712,0,0,0
2.98,4.899087,1.5,6.031858,1.132771,0.905591,0,0,0
2.99,5.02503,1.5,6.157522,1.132492,0.905472,0,0,0
3.0,5.150969,1.5,6.283185,1.132216,0.905355,0,0,0
3.01,5.276905,1.5,0.125664,1.131944,0.90524,0,0,0
3.02,5.402836,1.5,0.251327,1.131677,0.905126,0,0,0
3.03,5.528763,1.5,0.376991,1.131413,0.905014,0,0,0
3.04,5.654686,1.5,0.502655,1.131154,0.904904,0,0,0
3.05,5.780606,1.5,0.628319,1.130898,0.904795,0,0,0
3.06,5.906521,1.5,0.753982,1.130646,0.904688,0,0,0
3.07,6.032433,1.5,0.879646,1.130398,0.904582,0,0,0
3.08,6.158341,1.5,1.00531,1.130154,0.904478,1,0,0
3.09,0.00106,1.5,1.130973,1.129913,0.904375,0,0,0
3.1,0.126961,1.5,1.256637,1.129676,0.904274,0,0,0
3.11,0.252859,1.5,1.382301,1.129442,0.904174,0,0,0
3.12,0.378753,1.5,1.507964,1.129212,0.904076,0,0,0
3.13,0.504643,1.5,1.633628,1.128985,0.903979,0,0,0
3.14,0.63053,1.5,1.759292,1.128762,0.903883,0,0,0
3.15,0.756414,1.5,1.884956,1.128542,0.903789,0,0,0
3.16,0.882294,1.5,2.010619,1.128325,0.903696,0,0,0
3.17,1.008171,1.5,2.136283,1.128112,0.903605,0,0,0
3.18,1.134045,1.5,2.261947,1.127901,0.903515,0,0,0
3.19,1.259916,1.5,2.38761,1.127694,0.903426,0,0,0
3.2,1.385784,1.5,2.513274,1.12749,0.903339,0,0,0
3.21,1.511648,1.5,2.638938,1.127289,0.903252,0,0,0
3.22,1.63751,1.5,2.764602,1.127092,0.903167,0,0,0
3.23,1.763369,1.5,2.890265,1.126897,0.903084,0,0,0
3.24,1.889224,1.5,3.015929,1.126705,0.903001,0,0,0
3.25,2.015077,1.5,3.141593,1.126516,0.90292,0,0,0
3.26,2.140927,1.5,3.267256,1.126329,0.90284,0,0,0
3.27,2.266774,1.5,3.39292,1.126146,0.902761,0,0,0
3.28,2.392619,1.5,3.518584,1.125965,0.902683,0,0,0
3.29,2.51846,1.5,3.644247,1.125787,0.902607,0,0,0
3.3,2.644299,1.5,3.769911,1.125612,0.902531,0,0,0
3.31,2.770136,1.5,3.895575,1.125439,0.902457,0,0,0
3.32,2.89597,1.5,4.021239,1.125269,0.902384,0,0,0
3.33,3.021801,1.5,4.146902,1.125102,0.902311,0,0,0
3.34,3.147629,1.5,4.272566,1.124937,0.90224,0,0,0
3.35,3.273456,1.5,4.39823,1.124774,0.90217,0,0,0
3.36,3.399279,1.5,4.523893,1.124614,0.902101,0,0,0
3.37,3.525101,1.5,4.649557,1.124456,0.902033,0,0,0
3.38,3.65092,1.5,4.775221,1.124301,0.901966,0,0,0
3.39,3.776736,1.5,4.900885,1.124148,0.9019,0,0,0
3.4,3.902551,1.5,5.026548,1.123998,0.901835,0,0,0
3.41,4.028363,1.5,5.152212,1.123849,0.901771,0,0,0
3.42,4.154172,1.5,5.277876,1.123703,0.901708,0,0,0
3.43,4.27998,1.5,5.403539,1.12356,0.901646,0,0,0
3.44,4.405785,1.5,5.529203,1.123418,0.901584,0,0,0
3.45,4.531588,1.5,5.654867,1.123278,0.901524,0,0,0
3.46,4.65739,1.5,5.78053,1.123141,0.901464,0,0,0
3.47,4.783189,1.5,5.906194,1.123006,0.901406,0,0,0
3.48,4.908986,1.5,6.031858,1.122872,0.901348,0,0,0
3.49,5.034781,1.5,6.157522,1.122741,0.901291,0,0,0
3.5,5.160574,1.5,6.283185,1.122612,0.901235,0,0,0
3.51,5.286365,1.5,0.125664,1.122484,0.90118,0,0,0
3.52,5.412154,1.5,0.251327,1.122359,0.901126,0,0,0
3.53,5.537941,1.5,0.376991,1.122236,0.901072,0,0,0
3.54,5.663726,1.5,0.502655,1.122114,0.901019,0,0,0
3.55,5.78951,1.5,0.628319,1.121994,0.900968,0,0,0
3.56,5.915291,1.5,0.753982,1.121876,0.900916,0,0,0
3.57,6.041071,1.5,0.879646,1.12176,0.900866,0,0,0
3.58,6.166849,1.5,1.00531,1.121646,0.900816,1,0,0
3.59,0.00944,1.5,1.130973,1.121533,0.900767,0,1,0
3.6,0.135215,1.5,1.256637,1.121422,0.900719,0,1,0
3.61,0.260988,1.5,1.382301,1.121313,0.900672,0,1,0
3.62,0.386759,1.5,1.507964,1.121205,0.900625,0,1,0
3.63,0.512529,1.5,1.633628,1.121099,0.900579,0,1,0
3.64,0.638297,1.5,1.759292,1.120995,0.900534,0,1,0
3.65,0.764063,1.5,1.884956,1.120892,0.900489,0,1,0
3.66,0.889828,1.5,2.010619,1.120791,0.900445,0,1,0
3.67,1.015591,1.5,2.136283,1.120692,0.900402,0,1,0
3.68,1.141353,1.5,2.261947,1.120593,0.900359,0,1,0
3.69,1.267114,1.5,2.38761,1.120497,0.900317,0,1,0
3.7,1.392872,1.5,2.513274,1.120402,0.900275,0,1,0
3.71,1.51863,1.5,2.638938,1.120308,0.900235,0,1,0
3.72,1.644386,1.5,2.764602,1.120216,0.900194,0,1,0
3.73,1.77014,1.5,2.890265,1.120125,0.900155,0,1,0
3.74,1.895894,1.5,3.015929,1.120035,0.900116,0,1,0
3.75,2.021646,1.5,3.141593,1.119947,0.900077,0,1,0
3.76,2.147396,1.5,3.267256,1.11986,0.90004,0,1,0
3.77,2.273145,1.5,3.39292,1.119775,0.900002,0,1,0
3.78,2.398893,1.5,3.518584,1.119691,0.899966,0,1,0
3.79,2.52464,1.5,3.644247,1.119608,0.89993,0,1,0
3.8,2.650385,1.5,3.769911,1.119526,0.899894,0,1,0
3.81,2.776129,1.5,3.895575,1.119446,0.899859,0,1,0
3.82,2.901872,1.5,4.021239,1.119367,0.899824,0,1,0
3.83,3.027613,1.5,4.146902,1.119289,0.89979,0,1,0
3.84,3.153354,1.5,4.272566,1.119212,0.899757,0,1,0
3.85,3.279093,1.5,4.39823,1.119137,0.899724,0,1,0
3.86,3.404831,1.5,4.523893,1.119062,0.899691,0,1,0
3.87,3.530568,1.5,4.649557,1.118989,0.899659,0,1,0
3.88,3.656304,1.5,4.775221,1.118917,0.899628,0,1,0
3.89,3.782039,1.5,4.900885,1.118846,0.899597,0,1,0
3.9,3.907773,1.5,5.026548,1.118776,0.899566,0,1,0
3.91,4.033505,1.5,5.152212,1.118707,0.899536,0,1,0
3.92,4.159237,1.5,5.277876,1.118639,0.899507,0,1,0
3.93,4.284967,1.5,5.403539,1.118572,0.899477,0,1,0
3.94,4.410697,1.5,5.529203,1.118506,0.899449,0,1,0
3.95,4.536425,1.5,5.654867,1.118442,0.89942,0,1,0
3.96,4.662153,1.5,5.78053,1.118378,0.899392,0,1,0
3.97,4.787879,1.5,5.906194,1.118315,0.899365,0,1,0
3.98,4.913605,1.5,6.031858,1.118253,0.899338,0,1,0
3.99,5.039329,1.5,6.157522,1.118192,0.899311,0,1,0
4.0,5.165053,1.5,6.283185,1.118132,0.899285,0,1,0
4.01,5.290776,1.5,0.125664,1.118073,0.899259,0,1,0
4.02,5.416498,1.5,0.251327,1.118015,0.899234,0,1,0
4.03,5.542219,1.5,0.376991,1.117958,0.899209,0,1,0
4.04,5.667939,1.5,0.502655,1.117901,0.899184,0,1,0
4.05,5.793658,1.5,0.628319,1.117846,0.89916,0,1,0
4.06,5.919376,1.5,0.753982,1.117791,0.899136,0,1,0
4.07,6.045094,1.5,0.879646,1.117737,0.899112,0,1,0
4.08,6.170811,1.5,1.00531,1.117684,0.899089,1,1,0
4.09,0.013341,1.5,1.130973,1.117632,0.899066,0,1,0
